sample_index,time_s,label,fault_detail,aceleracao_x_mancal_a,aceleracao_y_mancal_a,aceleracao_x_mancal_b,aceleracao_y_mancal_b,temperatura_mancal_a,temperatura_mancal_b,corrente_fase_u,corrente_fase_v,corrente_fase_w
238,0.009308533752856611,desgaste_rolamento,BPFI_03,5176,-1873,2113,6755,28587,30279,-7473,-16096,22985
239,0.009347596252856612,desgaste_rolamento,BPFI_03,-2693,4943,-3346,14106,28587,30279,-9218,-15525,24409
240,0.009386658752856611,desgaste_rolamento,BPFI_03,-388,3179,93,923,28587,30279,-9592,-14914,24668
241,0.009425721252856612,desgaste_rolamento,BPFI_03,5362,-1669,-4322,7161,28587,30279,-7725,-14463,22779
242,0.009464783752856611,desgaste_rolamento,BPFI_03,-954,1109,-5203,3045,28587,30279,-7002,-14230,21171
243,0.009503846252856612,desgaste_rolamento,BPFI_03,-6377,1951,-474,-7349,28587,30279,-8242,-13602,21428
244,0.009542908752856611,desgaste_rolamento,BPFI_03,-177,-2544,-1567,2332,28587,30279,-10078,-13212,22734
245,0.009581971252856612,desgaste_rolamento,BPFI_03,1802,-2581,1441,187,28587,30279,-10185,-13544,23201
246,0.009621033752856611,desgaste_rolamento,BPFI_03,-4314,1424,4740,-4627,28587,30279,-9153,-14387,23106
247,0.009660096252856612,desgaste_rolamento,BPFI_03,-1901,506,2888,1718,28587,30279,-10976,-13938,24613
248,0.009699158752856612,desgaste_rolamento,BPFI_03,4500,-2579,6595,-9051,28587,30279,-12131,-13107,25031
249,0.009738221252856612,desgaste_rolamento,BPFI_03,-82,71,3866,-5285,28587,30279,-11201,-12424,23476
250,0.009777283752856612,desgaste_rolamento,BPFI_03,-2460,1615,-656,5762,28587,30279,-9568,-12619,21711
251,0.009816346252856612,desgaste_rolamento,BPFI_03,3415,-1821,711,-4106,28587,30279,-9491,-11956,20713
252,0.009855408752856612,desgaste_rolamento,BPFI_03,3790,-1827,-3874,220,28587,30279,-10822,-11485,21628
253,0.009894471252856613,desgaste_rolamento,BPFI_03,-1069,1711,-8288,5676,28587,30279,-11883,-11476,22928
254,0.009933533752856612,desgaste_rolamento,BPFI_03,675,567,-4347,-6690,28587,30279,-11680,-12106,23508
255,0.009972596252856613,desgaste_rolamento,BPFI_03,4260,-2320,-4606,-1242,28587,30279,-12044,-12623,24278
256,0.010011658752856612,desgaste_rolamento,BPFI_03,-1981,128,-3385,1961,28587,30279,-13651,-12042,25385
257,0.010050721252856611,desgaste_rolamento,BPFI_03,-6266,2337,4083,-5016,28587,30279,-13850,-10708,24221
258,0.010089783752856612,desgaste_rolamento,BPFI_03,175,-936,3730,4256,28587,30279,-12322,-9978,22263
259,0.010128846252856611,desgaste_rolamento,BPFI_03,-237,-570,5092,5305,28587,30279,-10883,-10163,21103
260,0.010167908752856612,desgaste_rolamento,BPFI_03,-5405,3900,5693,5043,28587,30279,-11622,-9375,20385
261,0.010206971252856611,desgaste_rolamento,BPFI_03,-80,1533,3273,10599,28587,30279,-13225,-9175,21849
262,0.010246033752856612,desgaste_rolamento,BPFI_03,4671,-2189,4274,-2225,28587,30279,-13587,-9704,22816
263,0.010285096252856611,desgaste_rolamento,BPFI_03,-330,1286,-1469,-3619,28587,30279,-13197,-10722,23339
264,0.010324158752856612,desgaste_rolamento,BPFI_03,-848,1629,-5690,2584,28587,30279,-14926,-10425,24769
265,0.010363221252856611,desgaste_rolamento,BPFI_03,4652,-3322,-1153,-7541,28587,30279,-15731,-9438,24378
266,0.010402283752856612,desgaste_rolamento,BPFI_03,2396,-1695,-4458,1079,28587,30279,-14654,-8486,22539
267,0.010441346252856611,desgaste_rolamento,BPFI_03,-3251,2259,-6303,6500,28587,30279,-13493,-8533,21492
268,0.010480408752856612,desgaste_rolamento,BPFI_03,994,-1040,377,-6880,28587,30279,-13182,-7586,20227
269,0.010519471252856611,desgaste_rolamento,BPFI_03,3041,-2717,-289,-3275,28587,30279,-14055,-6667,20129
270,0.010558533752856612,desgaste_rolamento,BPFI_03,-4208,2098,-1268,-878,28587,30279,-15289,-6745,21941
271,0.010597596252856611,desgaste_rolamento,BPFI_03,-3279,1428,2800,-8161,28587,30279,-15265,-7453,22994
272,0.010636658752856612,desgaste_rolamento,BPFI_03,3072,-2811,1608,508,28587,30279,-15624,-8458,23837
273,0.010675721252856612,desgaste_rolamento,BPFI_03,-1028,415,389,2005,28587,30279,-16813,-7656,24213
274,0.010714783752856612,desgaste_rolamento,BPFI_03,-3344,2615,1290,-952,28587,30279,-16690,-5991,22229
275,0.010753846252856612,desgaste_rolamento,BPFI_03,3171,-2205,-292,3813,28587,30279,-15821,-5625,21269
276,0.010792908752856612,desgaste_rolamento,BPFI_03,3059,-1990,-1727,-2041,28587,30279,-14632,-6031,20834
277,0.010831971252856612,desgaste_rolamento,BPFI_03,-2482,2068,-1827,-1281,28587,30279,-15104,-4605,20839
278,0.010871033752856613,desgaste_rolamento,BPFI_03,333,275,-1420,3645,28587,30279,-16165,-3691,21935
279,0.010910096252856612,desgaste_rolamento,BPFI_03,5147,-1374,243,-1002,28587,30279,-17032,-4866,21449
280,0.010949158752856613,desgaste_rolamento,BPFI_03,2436,2440,567,3925,28587,30279,-16734,-6118,22389
281,0.010988221252856612,desgaste_rolamento,BPFI_03,-1553,-2666,1885,6128,28587,30279,-17701,-5570,23270
282,0.011027283752856611,desgaste_rolamento,BPFI_03,-9906,2700,4096,-967,28587,30279,-18116,-4097,22071
283,0.011066346252856612,desgaste_rolamento,BPFI_03,-7555,3680,1909,3774,28587,30279,-17917,-3483,20926
284,0.011105408752856611,desgaste_rolamento,BPFI_03,484,-3115,-1641,1425,28587,30279,-16955,-3909,20480
285,0.011144471252856612,desgaste_rolamento,BPFI_03,3731,1920,-211,-7096,28587,30279,-16571,-3389,19658
286,0.011183533752856611,desgaste_rolamento,BPFI_03,914,1433,-436,-1517,28587,30279,-17269,-2001,18965
287,0.011222596252856612,desgaste_rolamento,BPFI_03,6423,-3356,-2584,-3024,28587,30279,-18042,-1499,19957
288,0.011261658752856611,desgaste_rolamento,BPFI_03,524,105,-2905,-4342,28587,30279,-18197,-2963,21310
289,0.011300721252856612,desgaste_rolamento,BPFI_03,1514,-908,-2861,2195,28587,30279,-18245,-4190,21513
290,0.011339783752856611,desgaste_rolamento,BPFI_03,4667,-2552,-948,-252,28587,30279,-19057,-2685,21336
291,0.011378846252856612,desgaste_rolamento,BPFI_03,-709,266,509,1881,28587,30279,-19294,-991,20091
292,0.011417908752856611,desgaste_rolamento,BPFI_03,484,286,2308,4269,28587,30279,-18738,-1174,19679
293,0.011456971252856612,desgaste_rolamento,BPFI_03,732,-1916,4044,-5788,28587,30279,-17698,-2294,19655
294,0.011496033752856611,desgaste_rolamento,BPFI_03,-7233,1091,2098,-1996,28587,30279,-18303,-618,18533
295,0.011535096252856612,desgaste_rolamento,BPFI_03,-6053,1064,3151,3876,28587,30279,-19191,660,18291
296,0.011574158752856611,desgaste_rolamento,BPFI_03,-1909,-1328,4272,-4506,28587,30279,-19681,73,19136
297,0.011613221252856612,desgaste_rolamento,BPFI_03,-2528,859,-1198,4564,28587,30279,-19325,-1574,20107
298,0.011652283752856612,desgaste_rolamento,BPFI_03,-854,3475,-3135,7003,28587,30279,-19754,-1071,20221
299,0.011691346252856612,desgaste_rolamento,BPFI_03,6491,-864,-1065,-4618,28587,30279,-20126,796,19078
300,0.011730408752856612,desgaste_rolamento,BPFI_03,6243,-809,-5574,40,28587,30279,-20308,1420,18512
301,0.011769471252856612,desgaste_rolamento,BPFI_03,182,2945,-4792,39,28587,30279,-19588,617,18658
302,0.011808533752856612,desgaste_rolamento,BPFI_03,3075,-818,-3814,-3435,28587,30279,-19328,781,18424
303,0.011847596252856613,desgaste_rolamento,BPFI_03,3951,-3001,-4964,5649,28587,30279,-20208,2395,17465
304,0.011886658752856612,desgaste_rolamento,BPFI_03,-6248,2740,-245,4015,28587,30279,-21034,3291,17574
305,0.011925721252856613,desgaste_rolamento,BPFI_03,-3185,826,-104,580,28587,30279,-20659,2051,18797
306,0.011964783752856612,desgaste_rolamento,BPFI_03,374,-2952,2276,-115,28587,30279,-19894,908,18753
307,0.012003846252856613,desgaste_rolamento,BPFI_03,-4991,959,6267,-6242,28587,30279,-20985,2698,17809
308,0.012042908752856612,desgaste_rolamento,BPFI_03,-3245,996,4211,-4129,28587,30279,-21841,4371,17080
309,0.012081971252856611,desgaste_rolamento,BPFI_03,2439,-2926,2467,-2268,28587,30279,-21537,4039,17180
310,0.012121033752856612,desgaste_rolamento,BPFI_03,881,-975,4166,-2912,28587,30279,-20501,2350,17715
311,0.012160096252856611,desgaste_rolamento,BPFI_03,-691,1829,560,1684,28587,30279,-21163,3575,17082
312,0.012199158752856612,desgaste_rolamento,BPFI_03,2801,-426,658,-2377,28587,30279,-22096,5323,16441
313,0.012238221252856611,desgaste_rolamento,BPFI_03,4336,-1380,287,-5644,28587,30279,-22277,5337,16513
314,0.012277283752856612,desgaste_rolamento,BPFI_03,1687,1062,-4399,303,28587,30279,-21023,3459,16873
315,0.012316346252856611,desgaste_rolamento,BPFI_03,737,907,-3698,-2715,28587,30279,-20562,3741,16337
316,0.012355408752856612,desgaste_rolamento,BPFI_03,1895,-1648,-3698,901,28587,30279,-21727,5694,15872
317,0.012394471252856611,desgaste_rolamento,BPFI_03,-764,-73,-5209,4322,28587,30279,-22329,6414,15664
318,0.012433533752856612,desgaste_rolamento,BPFI_03,-5297,2393,-2265,-1494,28587,30279,-21742,5369,16280
319,0.012472596252856611,desgaste_rolamento,BPFI_03,-2319,313,-420,4485,28587,30279,-21556,5256,16509
320,0.012511658752856612,desgaste_rolamento,BPFI_03,612,-950,1849,5936,28587,30279,-22961,7122,15678
321,0.012550721252856611,desgaste_rolamento,BPFI_03,-2374,1925,4462,1711,28587,30279,-23283,8146,15329
322,0.012589783752856612,desgaste_rolamento,BPFI_03,112,534,3801,7750,28587,30279,-22178,6888,15728
323,0.012628846252856612,desgaste_rolamento,BPFI_03,3345,-1949,2301,4947,28587,30279,-21072,5272,15550
324,0.012667908752856612,desgaste_rolamento,BPFI_03,-240,525,3723,-3302,28587,30279,-21023,6438,14221
325,0.012706971252856612,desgaste_rolamento,BPFI_03,-1791,1041,-1943,4958,28587,30279,-22160,8187,13791
326,0.012746033752856612,desgaste_rolamento,BPFI_03,606,-1433,-1476,-1860,28587,30279,-22375,8183,14132
327,0.012785096252856612,desgaste_rolamento,BPFI_03,17,-511,-1337,-6772,28587,30279,-22091,7090,14917
328,0.012824158752856613,desgaste_rolamento,BPFI_03,-1210,449,-3675,1033,28587,30279,-23166,8422,14465
329,0.012863221252856612,desgaste_rolamento,BPFI_03,-811,-581,-849,-6741,28587,30279,-23992,10187,13865
330,0.012902283752856613,desgaste_rolamento,BPFI_03,1278,-1189,111,-8677,28587,30279,-23295,10094,13567
331,0.012941346252856612,desgaste_rolamento,BPFI_03,-893,-59,-1160,-3251,28587,30279,-21403,7921,13363
332,0.012980408752856613,desgaste_rolamento,BPFI_03,-2086,868,2800,-7928,28587,30279,-20487,7728,12647
333,0.013019471252856612,desgaste_rolamento,BPFI_03,1491,-733,3764,-680,28587,30279,-21242,9225,12002
334,0.013058533752856611,desgaste_rolamento,BPFI_03,2716,-1026,2279,8265,28587,30279,-22374,10348,11677
335,0.013097596252856612,desgaste_rolamento,BPFI_03,673,987,3605,1241,28587,30279,-22640,9901,12322
336,0.013136658752856611,desgaste_rolamento,BPFI_03,3376,253,-160,8569,28587,30279,-22873,9801,13000
337,0.013175721252856612,desgaste_rolamento,BPFI_03,3970,-730,-2063,6439,28587,30279,-24447,11818,12516
338,0.013214783752856611,desgaste_rolamento,BPFI_03,243,1276,-1342,-3505,28587,30279,-24222,12607,11536
339,0.013253846252856612,desgaste_rolamento,BPFI_03,-1531,1388,-6018,3165,28587,30279,-22118,10986,11066
340,0.013292908752856611,desgaste_rolamento,BPFI_03,-535,-357,-5358,-221,28587,30279,-20856,9371,11344
341,0.013331971252856612,desgaste_rolamento,BPFI_03,-1044,-438,-1538,-4617,28587,30279,-20247,9954,10204
342,0.013371033752856611,desgaste_rolamento,BPFI_03,-3094,779,-2431,3148,28587,30279,-21473,11504,9930
343,0.013410096252856612,desgaste_rolamento,BPFI_03,-1913,69,1237,-524,28587,30279,-22198,11790,10385
344,0.013449158752856611,desgaste_rolamento,BPFI_03,498,-1182,4801,906,28587,30279,-22587,11366,11293
345,0.013488221252856612,desgaste_rolamento,BPFI_03,-1934,707,3492,6541,28587,30279,-24134,12886,11168
346,0.013527283752856611,desgaste_rolamento,BPFI_03,-1970,1373,4802,-1874,28587,30279,-24540,13972,10379
347,0.013566346252856612,desgaste_rolamento,BPFI_03,1136,-738,4232,-2572,28587,30279,-22925,13225,9433
348,0.013605408752856612,desgaste_rolamento,BPFI_03,615,-279,637,-2120,28587,30279,-21443,11947,9469
349,0.013644471252856612,desgaste_rolamento,BPFI_03,-860,1288,170,-8198,28587,30279,-20098,11411,8610
350,0.013683533752856612,desgaste_rolamento,BPFI_03,2052,-1067,-2633,-1654,28587,30279,-20003,12227,7651
351,0.013722596252856612,desgaste_rolamento,BPFI_03,3144,-1967,-3540,-750,28587,30279,-21741,13103,7501
352,0.013761658752856612,desgaste_rolamento,BPFI_03,-213,371,-1888,-5077,28587,30279,-22537,12881,8204
353,0.013800721252856613,desgaste_rolamento,BPFI_03,35,-248,-3289,3068,28587,30279,-23077,13741,9433
354,0.013839783752856612,desgaste_rolamento,BPFI_03,2382,-1926,-1213,38,28587,30279,-24025,15335,8820
355,0.013878846252856613,desgaste_rolamento,BPFI_03,-153,327,1362,-965,28587,30279,-22943,15564,7288
356,0.013917908752856612,desgaste_rolamento,BPFI_03,-1907,1548,-1498,8978,28587,30279,-21686,14396,7056
357,0.013956971252856613,desgaste_rolamento,BPFI_03,1984,-430,1277,4476,28587,30279,-20964,13312,7539
358,0.013996033752856612,desgaste_rolamento,BPFI_03,1741,-69,2661,3249,28587,30279,-19335,13848,6032
359,0.014035096252856611,desgaste_rolamento,BPFI_03,-1963,2374,164,6640,28587,30279,-19587,14906,5382
360,0.014074158752856612,desgaste_rolamento,BPFI_03,-951,995,1561,-1119,28587,30279,-21329,15463,5763
361,0.014113221252856611,desgaste_rolamento,BPFI_03,665,-919,1574,590,28587,30279,-22049,15206,6900
362,0.014152283752856612,desgaste_rolamento,BPFI_03,-2548,759,-269,2879,28587,30279,-23209,16510,6869
363,0.014191346252856611,desgaste_rolamento,BPFI_03,-3642,841,705,-2943,28587,30279,-22727,17397,5767
364,0.014230408752856612,desgaste_rolamento,BPFI_03,241,-1537,-48,-1130,28587,30279,-21288,16839,4538
365,0.014269471252856611,desgaste_rolamento,BPFI_03,-286,-835,452,-2123,28587,30279,-20688,15882,4726
366,0.014308533752856612,desgaste_rolamento,BPFI_03,-2086,894,2704,-4513,28587,30279,-19859,15476,4279
367,0.014347596252856611,desgaste_rolamento,BPFI_03,1465,-774,745,1551,28587,30279,-19224,16283,2847
368,0.014386658752856612,desgaste_rolamento,BPFI_03,2782,-1238,1073,-600,28587,30279,-19996,15930,2250
369,0.014425721252856611,desgaste_rolamento,BPFI_03,-276,692,2319,-3101,28587,30279,-20986,15515,3539
370,0.014464783752856612,desgaste_rolamento,BPFI_03,1583,-13,-2623,2438,28587,30279,-21889,17598,4976
371,0.014503846252856611,desgaste_rolamento,BPFI_03,2915,-1263,-1808,-3520,28587,30279,-22296,18769,3812
372,0.014542908752856612,desgaste_rolamento,BPFI_03,962,-9,-1496,-5254,28587,30279,-20622,18814,1950
373,0.014581971252856612,desgaste_rolamento,BPFI_03,-641,891,-5695,1865,28587,30279,-20123,18078,1959
374,0.014621033752856612,desgaste_rolamento,BPFI_03,2097,-838,-2600,-1638,28587,30279,-19860,17023,2771
375,0.014660096252856612,desgaste_rolamento,BPFI_03,602,239,-389,1605,28587,30279,-18759,17527,1321
376,0.014699158752856612,desgaste_rolamento,BPFI_03,2272,1194,-1762,5495,28587,30279,-18597,18403,116
377,0.014738221252856612,desgaste_rolamento,BPFI_03,-9216,3686,1016,582,28587,30279,-19334,18787,670
378,0.014777283752856613,desgaste_rolamento,BPFI_03,34,-3473,2139,4443,28587,30279,-20450,18471,2282
379,0.014816346252856612,desgaste_rolamento,BPFI_03,4847,-11038,1643,4325,28587,30279,-21124,19014,2074
380,0.014855408752856613,desgaste_rolamento,BPFI_03,-2979,3738,2717,-1887,28587,30279,-20075,19559,415
381,0.014894471252856612,desgaste_rolamento,BPFI_03,-2812,7495,1584,467,28587,30279,-19173,19766,-410
382,0.014933533752856613,desgaste_rolamento,BPFI_03,7529,213,2485,-1639,28587,30279,-19101,18995,258
383,0.014972596252856612,desgaste_rolamento,BPFI_03,-487,4825,3234,1275,28587,30279,-18770,18550,183
384,0.015011658752856611,desgaste_rolamento,BPFI_03,-4981,4199,6,9401,28587,30279,-17808,19371,-1550
385,0.015050721252856612,desgaste_rolamento,BPFI_03,-366,-4081,321,-3498,28587,30279,-17811,19934,-2421
386,0.015089783752856611,desgaste_rolamento,BPFI_03,-658,-2435,880,-10071,28587,30279,-18852,19403,-1017
387,0.015128846252856612,desgaste_rolamento,BPFI_03,-3035,1928,-2740,-565,28587,30279,-19388,19222,343
388,0.015167908752856611,desgaste_rolamento,BPFI_03,870,-2168,-575,-6774,28587,30279,-19092,20459,-1146
389,0.015206971252856612,desgaste_rolamento,BPFI_03,2014,-2012,1152,-907,28587,30279,-18203,21128,-2911
390,0.015246033752856611,desgaste_rolamento,BPFI_03,488,-1907,-4209,12414,28587,30279,-18146,20840,-2683
391,0.015285096252856612,desgaste_rolamento,BPFI_03,1100,-3870,797,-6993,28587,30279,-18446,19979,-1351
392,0.015324158752856611,desgaste_rolamento,BPFI_03,3381,-3646,-1571,-10044,28587,30279,-17767,20526,-2477
393,0.015363221252856612,desgaste_rolamento,BPFI_03,2478,1596,-4480,-644,28587,30279,-17042,21368,-4269
394,0.015402283752856611,desgaste_rolamento,BPFI_03,3513,2481,-374,-5701,28587,30279,-17087,21527,-4216
395,0.015441346252856612,desgaste_rolamento,BPFI_03,1073,4873,-1454,7652,28587,30279,-18012,20967,-2367
396,0.015480408752856611,desgaste_rolamento,BPFI_03,-611,4166,-1545,11557,28587,30279,-18032,21135,-2678
397,0.015519471252856612,desgaste_rolamento,BPFI_03,-1891,526,2609,-3448,28587,30279,-17183,21896,-4643
398,0.015558533752856612,desgaste_rolamento,BPFI_03,-4946,-1769,1453,-3707,28587,30279,-16846,22327,-5424
399,0.015597596252856612,desgaste_rolamento,BPFI_03,-6160,-1070,1963,-3390,28587,30279,-17386,21458,-4332
400,0.01563665875285661,desgaste_rolamento,BPFI_03,-1202,-3136,5556,-3665,28587,30279,-17507,21054,-4003
401,0.01567572125285661,desgaste_rolamento,BPFI_03,-1107,-617,-121,13684,28587,30279,-16524,22350,-5703
402,0.015714783752856613,desgaste_rolamento,BPFI_03,-888,2252,1703,10664,28587,30279,-15879,23257,-6650
403,0.015753846252856613,desgaste_rolamento,BPFI_03,2681,355,1389,3006,28587,30279,-16156,22448,-5425
404,0.01579290875285661,desgaste_rolamento,BPFI_03,3351,-703,-1890,3056,28587,30279,-16564,21051,-4461
405,0.01583197125285661,desgaste_rolamento,BPFI_03,-770,1051,-2295,-7297,28587,30279,-15722,21798,-5926
406,0.015871033752856614,desgaste_rolamento,BPFI_03,1994,-301,-779,-9294,28587,30279,-15087,22970,-7644
407,0.015910096252856613,desgaste_rolamento,BPFI_03,1683,-1074,-3038,-575,28587,30279,-15332,22910,-7470
408,0.015949158752856612,desgaste_rolamento,BPFI_03,-1493,1902,-321,-112,28587,30279,-15889,22233,-6145
409,0.01598822125285661,desgaste_rolamento,BPFI_03,-824,731,1681,942,28587,30279,-15444,23098,-7324
410,0.01602728375285661,desgaste_rolamento,BPFI_03,208,-1781,-1951,-696,28587,30279,-14936,24275,-9218
411,0.016066346252856613,desgaste_rolamento,BPFI_03,-2626,-1333,974,-8777,28587,30279,-14665,23738,-9097
412,0.016105408752856612,desgaste_rolamento,BPFI_03,-449,-1726,-1598,-3139,28587,30279,-14492,21379,-6720
413,0.01614447125285661,desgaste_rolamento,BPFI_03,49,-2140,-1524,-5704,28587,30279,-14094,20934,-6476
414,0.01618353375285661,desgaste_rolamento,BPFI_03,1289,524,-1173,-3796,28587,30279,-13651,22188,-8294
415,0.016222596252856613,desgaste_rolamento,BPFI_03,1761,1731,-2426,4280,28587,30279,-13325,23167,-9406
416,0.016261658752856612,desgaste_rolamento,BPFI_03,2035,1901,599,3411,28587,30279,-14006,22964,-8708
417,0.01630072125285661,desgaste_rolamento,BPFI_03,1864,695,847,9654,28587,30279,-14501,22914,-8506
418,0.01633978375285661,desgaste_rolamento,BPFI_03,895,-402,-324,13389,28587,30279,-13727,24473,-10637
419,0.016378846252856613,desgaste_rolamento,BPFI_03,-1830,-552,2708,1964,28587,30279,-12579,24391,-11452
420,0.016417908752856612,desgaste_rolamento,BPFI_03,-1223,-1087,4541,-1630,28587,30279,-12468,22670,-9774
421,0.01645697125285661,desgaste_rolamento,BPFI_03,-871,-764,3069,-1364,28587,30279,-13260,21894,-8604
422,0.01649603375285661,desgaste_rolamento,BPFI_03,-2476,1762,4790,-5431,28587,30279,-12185,21999,-9672
423,0.016535096252856613,desgaste_rolamento,BPFI_03,-1416,1901,1905,2401,28587,30279,-11434,22846,-11004
424,0.016574158752856612,desgaste_rolamento,BPFI_03,306,532,-826,1189,28587,30279,-11862,23198,-11329
425,0.01661322125285661,desgaste_rolamento,BPFI_03,148,1146,-1895,-7605,28587,30279,-12595,23341,-10619
426,0.01665228375285661,desgaste_rolamento,BPFI_03,-380,747,-6995,-7189,28587,30279,-12328,24642,-11914
427,0.016691346252856613,desgaste_rolamento,BPFI_03,1683,-664,-6623,-10821,28587,30279,-11576,24980,-13239
428,0.016730408752856613,desgaste_rolamento,BPFI_03,2446,-669,-5427,-5716,28587,30279,-10831,23621,-12586
429,0.01676947125285661,desgaste_rolamento,BPFI_03,85,88,-4552,6176,28587,30279,-10815,22066,-10832
430,0.01680853375285661,desgaste_rolamento,BPFI_03,643,-1176,118,4083,28587,30279,-10347,21037,-10238
431,0.016847596252856614,desgaste_rolamento,BPFI_03,1237,-2319,1927,2981,28587,30279,-9679,21514,-11438
432,0.016886658752856613,desgaste_rolamento,BPFI_03,-2174,-1405,1623,1774,28587,30279,-9010,23480,-12621
433,0.016925721252856612,desgaste_rolamento,BPFI_03,-1854,-1028,6193,-7012,28587,30279,-9569,23988,-12329
434,0.01696478375285661,desgaste_rolamento,BPFI_03,-204,-1438,2739,-2232,28587,30279,-10974,23829,-12812
435,0.017003846252856614,desgaste_rolamento,BPFI_03,-1065,622,-410,4092,28587,30279,-10281,25054,-14755
436,0.017042908752856613,desgaste_rolamento,BPFI_03,-1373,2040,1066,1607,28587,30279,-8963,24099,-15069
437,0.017081971252856612,desgaste_rolamento,BPFI_03,460,1238,-1104,3238,28587,30279,-8668,22466,-13416
438,0.01712103375285661,desgaste_rolamento,BPFI_03,726,893,-876,2379,28587,30279,-8868,21455,-12065
439,0.01716009625285661,desgaste_rolamento,BPFI_03,18,1154,1239,-1435,28587,30279,-7648,20710,-12670
440,0.017199158752856613,desgaste_rolamento,BPFI_03,188,362,1169,401,28587,30279,-7248,21668,-14161
441,0.017238221252856612,desgaste_rolamento,BPFI_03,1284,-259,2484,2477,28587,30279,-7683,22584,-14786
442,0.01727728375285661,desgaste_rolamento,BPFI_03,262,416,2303,4770,28587,30279,-8444,23316,-14577
443,0.01731634625285661,desgaste_rolamento,BPFI_03,-497,871,1164,2565,28587,30279,-8605,24112,-16174
444,0.017355408752856613,desgaste_rolamento,BPFI_03,809,-187,457,-1187,28587,30279,-7621,23587,-17175
445,0.017394471252856612,desgaste_rolamento,BPFI_03,-107,-397,-1783,285,28587,30279,-6135,22321,-16346
446,0.01743353375285661,desgaste_rolamento,BPFI_03,-801,-165,-2067,-2795,28587,30279,-6109,21376,-15233
447,0.01747259625285661,desgaste_rolamento,BPFI_03,-717,-887,-2057,-2656,28587,30279,-5689,20528,-14531
448,0.017511658752856613,desgaste_rolamento,BPFI_03,153,-1164,-4403,2614,28587,30279,-4651,20295,-15502
449,0.017550721252856612,desgaste_rolamento,BPFI_03,286,-596,-3800,-3045,28587,30279,-4297,21584,-17249
450,0.01758978375285661,desgaste_rolamento,BPFI_03,-37,-343,-1737,-4104,28587,30279,-5244,22517,-17477
451,0.01762884625285661,desgaste_rolamento,BPFI_03,995,-954,-677,-1259,28587,30279,-6347,23339,-17234
452,0.017667908752856613,desgaste_rolamento,BPFI_03,1309,-1016,893,-5279,28587,30279,-5181,23646,-18331
453,0.017706971252856613,desgaste_rolamento,BPFI_03,-171,-432,1713,-611,28587,30279,-3465,22047,-18468
454,0.01774603375285661,desgaste_rolamento,BPFI_03,129,-112,3244,3659,28587,30279,-3459,21288,-17604
455,0.01778509625285661,desgaste_rolamento,BPFI_03,-353,175,4532,-1062,28587,30279,-3943,20794,-16498
456,0.017824158752856614,desgaste_rolamento,BPFI_03,-1379,1389,2492,1639,28587,30279,-2500,19635,-16934
457,0.017863221252856613,desgaste_rolamento,BPFI_03,-1779,1972,2100,1383,28587,30279,-1550,19822,-18166
458,0.017902283752856612,desgaste_rolamento,BPFI_03,-604,1151,2361,-2136,28587,30279,-2046,21099,-18922
459,0.01794134625285661,desgaste_rolamento,BPFI_03,-439,764,-303,3989,28587,30279,-3202,22086,-18580
460,0.017980408752856614,desgaste_rolamento,BPFI_03,-1031,744,-1390,3197,28587,30279,-3091,22517,-19120
461,0.018019471252856613,desgaste_rolamento,BPFI_03,-136,-114,27,-1772,28587,30279,-1562,21602,-19644
462,0.018058533752856612,desgaste_rolamento,BPFI_03,1631,-595,-2079,3455,28587,30279,-704,20461,-19753
463,0.01809759625285661,desgaste_rolamento,BPFI_03,899,-44,-2876,1867,28587,30279,-1343,20084,-18757
464,0.01813665875285661,desgaste_rolamento,BPFI_03,1049,42,-2327,-2469,28587,30279,-1417,19646,-17869
465,0.018175721252856613,desgaste_rolamento,BPFI_03,2326,-667,-3832,1604,28587,30279,237,18593,-18498
466,0.018214783752856612,desgaste_rolamento,BPFI_03,633,-328,-2982,-2695,28587,30279,1020,19140,-19839
467,0.01825384625285661,desgaste_rolamento,BPFI_03,-602,333,-1033,-6133,28587,30279,-414,20541,-19713
468,0.01829290875285661,desgaste_rolamento,BPFI_03,139,-631,-358,-4200,28587,30279,-1685,20843,-18873
469,0.018331971252856613,desgaste_rolamento,BPFI_03,-860,-448,884,-4171,28587,30279,-409,20549,-20022
470,0.018371033752856612,desgaste_rolamento,BPFI_03,-1825,479,1733,2340,28587,30279,1323,19397,-20487
471,0.01841009625285661,desgaste_rolamento,BPFI_03,-1497,-71,3261,4415,28587,30279,1282,19144,-19978
472,0.01844915875285661,desgaste_rolamento,BPFI_03,-2120,-229,3908,-85,28587,30279,409,19114,-19072
473,0.018488221252856613,desgaste_rolamento,BPFI_03,-2767,338,3429,1001,28587,30279,1525,18240,-19529
474,0.018527283752856612,desgaste_rolamento,BPFI_03,5519,-3556,2464,270,28587,30279,3257,18114,-20125
475,0.01856634625285661,desgaste_rolamento,BPFI_03,4200,-1132,2867,-1818,28587,30279,3148,18834,-20456
476,0.01860540875285661,desgaste_rolamento,BPFI_03,2486,2424,930,3526,28587,30279,916,19100,-20606
477,0.018644471252856613,desgaste_rolamento,BPFI_03,5322,-1807,-1352,3237,28587,30279,931,18874,-20767
478,0.018683533752856613,desgaste_rolamento,BPFI_03,-303,1116,-1729,-1040,28587,30279,3017,18428,-21243
479,0.01872259625285661,desgaste_rolamento,BPFI_03,-4823,4918,-3403,3660,28587,30279,3905,17950,-21695
